ID,GPU,Index_cellphones,Index_fpt,Index_tgdd,Comment_count,Price,Rating,Rating_count,Series,Brand,cpu_brand,cpu_code,ram_size,storage_size,displ_size,displ_rate,Battery,OS,P/N,displ_resolution,hdmi,Release_year,Surface,Weight,backlit_keyboard,lan,length,ram_upgradable,screen_technology,sd_card,storage_extra_slot,storage_type,headphone_jack,thickness,type_c,usb_a,width,Availabe_in,GPU_brand
369,intel iris xe graphics,https://cellphones.com.vn/laptop-asus-vivobook-flip-14-tp470ea.html,,,71,20490000,4,1,vivobook flip 14 tp470ea-ec029t,asus,intel,1135g7,8,512,14,60,42,windows 10,tp470ea-ec029t,1920 x 1080,yes,,,1.5,,no,324,no,ips,yes,,ssd,yes,18.7,no,yes,220,1,intel
370,amd radeon graphics,https://cellphones.com.vn/laptop-asus-vivobook-m513ia-ej735t.html,,,25,14990000,,0,vivobook m513ia-ej735t,asus,amd,4300u,8,256,15.6,60,42,windows 10,m513ia-ej735t,1920 x 1080,yes,,plastic,1.8,no,no,359.8,yes,,yes,,ssd,yes,18.6,yes,yes,235.3,1,amd
371,amd radeon graphics,https://cellphones.com.vn/laptop-asus-vivobook-m513ua-ej033t.html,,,32,17990000,,0,vivobook m513ua-ej033t,asus,amd,5700u,8,512,15.6,60,42,windows 10,m513ua-ej033t,1920 x 1080,yes,,,1.8,,no,359.8,yes,tn,no,,ssd,yes,18.6,yes,yes,235.3,1,amd
372,amd radeon graphics,https://cellphones.com.vn/laptop-asus-vivobook-m513ua-l1240t.html,,,53,20590000,,0,vivobook m513ua-l1240t,asus,amd,5700u,8,512,15.6,60,42,windows 10,m513ua-l1240t,1920 x 1080,yes,,plastic,1.8,,no,359.8,yes,oled,yes,yes,ssd,no,18.6,yes,yes,235.3,1,amd
373,intel uhd graphics,https://cellphones.com.vn/laptop-asus-vivobook-r564ja-uh31t.html,,,145,12990000,,0,vivobook r564ja-uh31t,asus,intel,1005g1,4,128,15.6,60,37,windows 10,r564ja-uh31t,1920 x 1080,yes,,,1.68,,no,358.14,yes,,yes,yes,ssd,yes,20.32,yes,yes,231.14,1,intel
374,intel uhd graphics,https://cellphones.com.vn/laptop-asus-vivobook-r564ja-uh51t.html,,,190,17790000,5,5,vivobook r564ja-uh51t,asus,intel,1035g1,8,256,15.6,60,37,windows 10,r564ja-uh51t,1920 x 1080,yes,,plastic,1.68,no,no,357,yes,ips,yes,,ssd,yes,20,yes,yes,230,1,intel
375,intel uhd graphics,https://cellphones.com.vn/laptop-asus-vivobook-s13-s333ja.html,,,9,,,0,vivobook s13 s333ja,asus,intel,1035g1,8,512,13.3,60,50,windows 10,s333ja,1920 x 1080,yes,,,1.2,,no,304,,,no,,ssd,no,14.9,yes,yes,196,1,intel
376,intel iris xe graphics,https://cellphones.com.vn/laptop-asus-vivobook-s14-s433ea.html,,,121,19490000,5,1,vivobook s433ea,asus,intel,1135g7,8,512,14,60,50,windows 10,,1920 x 1080,yes,,aluminum,1.4,yes,no,324,no,ips,yes,yes,ssd,no,15.9,yes,yes,213,1,intel
377,intel iris xe graphics,https://cellphones.com.vn/laptop-asus-vivobook-s14-s433ea-am885t.html,,,29,23490000,,0,vivobook s14 s433ea-am885t,asus,intel,1165g7,16,512,14,60,50,windows 10,s433ea-am885t,1920 x 1080,yes,,,1.4,yes,no,324,no,ips,yes,yes,ssd,no,15.9,yes,yes,213,1,intel
378,intel iris xe graphics,https://cellphones.com.vn/laptop-asus-vivobook-s14-s433ea-i7-ram-16gb.html,,,50,,,0,vivobook s433ea,asus,intel,1165g7,16,512,14,60,50,windows 10,,1920 x 1080,yes,,,1.4,,no,324,,,yes,,ssd,yes,15.9,yes,yes,213,1,intel
379,intel iris xe graphics,https://cellphones.com.vn/laptop-asus-vivobook-s15-s533ea-bn293t.html,,,26,20280000,,0,vivobook s533ea,asus,intel,1135g7,8,512,15.6,60,50,windows 10,s533ea-bn293t,1920 x 1080,yes,,aluminum,1.667,yes,no,359.8,no,ips,yes,,ssd,yes,16.1,yes,yes,233.8,1,intel
380,nvidia geforce mx350,https://cellphones.com.vn/laptop-asus-vivobook-s15-s533jq.html,,,38,,5,2,vivobook s15 s533jq,asus,intel,1035g1,8,512,15.6,60,50,windows 10,s533jq,1920 x 1080,yes,,,1.8,,no,359.8,,,no,,ssd,yes,16.1,yes,yes,233.8,1,nvidia
381,nvidia geforce mx350,https://cellphones.com.vn/laptop-asus-vivobook-s533eq-bn338t.html,,,23,21990000,,0,s533eq,asus,intel,1135g7,8,512,15.6,60,,windows 10,bn338t,1920 x 1080,yes,,plastic,1.8,yes,no,359.8,no,ips,yes,yes,ssd,yes,16.1,yes,yes,233.8,1,nvidia
382,intel uhd graphics g1,https://cellphones.com.vn/laptop-asus-vivobook-x413ja.html,,,109,11950000,,0,vivobook x413ja,asus,intel,1005g1,4,128,14,60,42,windows 10,x413ja,1920 x 1080,yes,,plastic,1.4,,no,320,no,ips,yes,no,ssd,no,18,yes,yes,210,1,intel
383,intel uhd graphics,https://cellphones.com.vn/laptop-asus-vivobook-x415ea.html,,,65,12490000,,0,vivobook x415ea,asus,intel,1115g4,4,256,14,60,37,windows 10,x415ea,1920 x 1080,yes,,plastic,1.55,no,no,325.4,yes,tn,yes,,ssd,yes,19.9,yes,yes,216,1,intel
384,intel iris xe graphics,https://cellphones.com.vn/laptop-asus-vivobook-x415ea-eb265t.html,,,4,16590000,,0,vivobook x415ea-eb265t,asus,intel,1135g7,4,512,14,60,37,windows 10,x415ea-eb265t,1920 x 1080,yes,,plastic,1.55,,no,325.4,yes,ips,yes,,ssd,yes,19.9,yes,yes,216,1,intel
385,intel iris xe graphics,https://cellphones.com.vn/laptop-asus-vivobook-x415ea-eb266t.html,,,30,16690000,,0,vivobook x415ea-eb266t,asus,intel,1135g7,4,512,14,60,37,windows 10,x415ea-eb266t,1920 x 1080,yes,,,1.55,no,no,325.4,yes,ips,yes,,ssd,yes,19.9,yes,yes,216,1,intel
386,intel uhd graphics,https://cellphones.com.vn/laptop-asus-vivobook-x415ea-eb640t.html,,,17,16590000,,0,vivobook x415ea-eb640t,asus,intel,1135g7,4,512,14,60,37,windows 10,x415ea-eb640t,1920 x 1080,yes,,,1.6,,no,325.4,yes,ips,yes,,ssd,yes,19.9,yes,yes,216,1,intel
387,intel uhd graphics,https://cellphones.com.vn/laptop-asus-vivobook-x415ea-ek560t.html,,,17,13390000,,0,vivobook x415ea-ek560t,asus,intel,1115g4,4,256,14,60,37,windows 10,x415ea-ek560t,1920 x 1080,yes,,plastic,1.6,,no,325.4,yes,ips,yes,,ssd,yes,19.9,yes,yes,216,1,intel
388,intel uhd graphics,https://cellphones.com.vn/laptop-asus-vivobook-x415ea-ek675t.html,,,46,13290000,,0,vivobook x415ea-ek675t,asus,intel,1115g4,4,256,14,60,37,windows 10,x415ea-ek675t,1920 x 1080,yes,,plastic,1.55,,no,325.4,yes,ips,yes,,ssd,yes,19.9,yes,yes,216,1,intel
389,intel uhd graphics 600,https://cellphones.com.vn/laptop-asus-vivobook-x415ma-pentium-n5030.html,,,138,9390000,,0,vivobook x415ma-bv088t,asus,intel,n5030,4,256,14,60,37,windows 10,x415ma-bv088t,1366 x 768,no,,,1.5,no,no,328,yes,,yes,,ssd,no,21.9,yes,yes,246,1,intel
390,intel iris plus graphics,https://cellphones.com.vn/laptop-asus-vivobook-x512ja-211.html,,,21,19990000,,0,vivobook x512ja-211,asus,intel,1065g7,8,256,15.6,60,37,windows 10,x512ja-211,1920 x 1080,yes,,,1.8,,no,,yes,ips,yes,yes,ssd,yes,,no,yes,,1,intel
391,intel uhd graphics 600,https://cellphones.com.vn/laptop-asus-x509ma-br270t.html,,,13,7290000,,0,x509ma-br270t,asus,intel,n4020,4,256,15.6,60,32,windows 10,x509ma-br270t,1366 x 768,yes,,,1.8,,no,360.2,,,no,,ssd,yes,22.9,yes,yes,234.9,1,intel
392,intel uhd graphics 600,https://cellphones.com.vn/laptop-asus-x515ma-br481t.html,,,104,7990000,,0,x515ma-br481t,asus,intel,n4020,4,256,15.6,60,37,windows 10,x515ma-br481t,1366 x 768,yes,,,1.8,,no,360,,,yes,,ssd,yes,19.9,yes,yes,235,1,intel
393,intel iris xe graphics,https://cellphones.com.vn/laptop-asus-zenbook-13-ux325ea.html,,,57,21690000,,0,zenbook ux325ea,asus,intel,1135g7,8,256,13.3,60,67,windows 10,ux325ea,1920 x 1080,yes,,aluminum,1.11,yes,no,304.2,no,ips,yes,,ssd,no,13.9,yes,yes,203,1,intel
394,intel iris xe graphics,https://cellphones.com.vn/laptop-asus-zenbook-flip-s-13-ux371ea.html,,,11,,,0,zenbook flip s ux371ea,asus,intel,1165g7,16,1024,13.3,60,67,windows 10,hl701ts,1920 x 1080,yes,,,1.2,,no,305,no,oled,yes,,ssd,no,13.9,yes,yes,211,1,intel
395,intel iris xe graphics,https://cellphones.com.vn/laptop-asus-zenbook-flip-ux363ea-hp163t.html,,,0,32590000,,0,zenbook flip ux363ea,asus,intel,1165g7,16,512,13.3,60,67,windows 10,hp163t,1920 x 1080,yes,,aluminum,1.3,yes,no,304.2,no,oled,yes,,ssd,no,13.9,yes,yes,203,1,intel
396,intel uhd graphics,https://cellphones.com.vn/laptop-avita-liber-v14.html,,,58,14890000,,0,liber v14,avita,intel,10210u,8,512,14,60,,windows 10,,1920 x 1080,yes,,aluminum,1.28,yes,no,318,no,ips,yes,,ssd,no,15.9,yes,yes,218,1,intel
397,intel uhd graphics,https://cellphones.com.vn/laptop-avita-liber-v14-i7-ssd-1tb.html,,,10,19890000,,0,liber v14 i7,avita,intel,10510u,8,1024,14,60,,windows 10,,1920 x 1080,yes,,,1.28,yes,no,318,no,ips,yes,,ssd,no,15.9,yes,yes,218,1,intel
398,amd radeon rx vega 10,https://cellphones.com.vn/laptop-avita-liber-v14-ryzen-7.html,,,24,,,0,liber v14 r7,avita,amd,3700u,8,512,14,60,,windows 10,ns14a8vnw561,1920 x 1080,yes,,,1.3,yes,no,318,no,ips,yes,,ssd,no,17.4,yes,yes,218,1,amd
399,nvidia geforce gtx 1650,https://cellphones.com.vn/laptop-dell-gaming-g3-3500.html,,,87,20890000,,0,gaming g3 15 3500 70223130,dell,intel,10300h,8,256,15.6,60,51,windows 10,70223130,1920 x 1080,yes,,plastic,2.3,yes,no,365.5,yes,ips,yes,yes,ssd,yes,21.6,yes,yes,254,1,nvidia
400,nvidia geforce rtx 2070 max-q,https://cellphones.com.vn/laptop-dell-gaming-g5-15-5500-300hz-vga-8gb.html,,,4,,,0,gaming g5 5500 70225484,dell,intel,10750h,16,1024,15.6,300,68,windows 10,70225484,1920 x 1080,yes,,,2.65,,yes,365.5,yes,ips,no,yes,ssd,no,24.5,yes,yes,254,1,nvidia
401,nvidia geforce rtx 2060,https://cellphones.com.vn/laptop-dell-gaming-g5-15-5500-ram-16gb-ssd-1tb-144hz.html,,,20,,,0,gaming g5 5500 p89f003,dell,intel,10750h,16,512,15.6,144,68,windows 10,p89f003,1920 x 1080,yes,,,2.34,,no,365.5,yes,,yes,,ssd,yes,24.5,yes,yes,254,1,nvidia
402,nvidia geforce gtx 1650,https://cellphones.com.vn/laptop-dell-gaming-g5-5510.html,,,17,22990000,,0,gaming g5 5510,dell,intel,10500h,8,256,15.6,120,56,windows 10,,1920 x 1080,yes,,plastic,2.65,yes,yes,,,va,yes,,ssd,yes,,no,yes,,1,nvidia
403,nvidia geforce rtx 3050,https://cellphones.com.vn/laptop-dell-gaming-g5-5510-512gb.html,,,17,24990000,,0,gaming g5 5510,dell,intel,10500h,8,512,15.6,120,56,windows 10,,1920 x 1080,yes,,plastic,2.65,yes,yes,,,va,yes,,ssd,yes,,no,yes,,1,nvidia
404,nvidia geforce mx330,https://cellphones.com.vn/laptop-dell-inspiron-14-5406-tycjn1.html,,,14,29590000,,0,inspiron 14 5406 tycjn1,dell,intel,1165g7,8,512,14,60,40,windows 10,tycjn1,1920 x 1080,yes,,,1.65,,no,322.5,yes,va,no,,ssd,yes,17.94,yes,yes,221.9,1,nvidia
405,nvidia geforce mx350,https://cellphones.com.vn/laptop-dell-inspiron-14-5410-j42f81.html,,,20,28990000,,0,inspiron 14 5410 j42f81,dell,intel,1165g7,16,512,14,60,54,windows 10,j42f81,1920 x 1080,yes,,,1.46,,no,323.4,yes,ips,yes,,ssd,yes,19.2,yes,yes,215.6,1,nvidia
406,amd radeon graphics,https://cellphones.com.vn/laptop-dell-inspiron-15-3505-y1n1t5.html,,,4,19990000,,0,inspiron 15 3505 y1n1t5,dell,amd,3500u,8,512,15.6,60,42,windows 10,y1n1t5,1920 x 1080,yes,,plastic,1.83,,no,363.96,yes,,yes,,ssd,yes,19.9,no,yes,249,1,amd
407,intel uhd graphics,https://cellphones.com.vn/laptop-dell-inspiron-3501-26f1k.html,,,14,15290000,,0,inspiron 3511 26f1k,dell,intel,1115g4,8,128,15.6,60,,windows 10,26f1k,1920 x 1080,yes,,plastic,1.83,yes,yes,,,va,yes,,ssd,yes,,no,yes,,1,intel
408,intel iris xe graphics,https://cellphones.com.vn/laptop-dell-inspiron-3501-5081blk.html,,,120,18490000,5,2,inspiron 3501 5081blk,dell,intel,1135g7,12,256,15.6,60,,windows 10,5081blk,1920 x 1080,yes,,plastic,1.96,no,yes,,yes,ips,yes,,ssd,yes,,no,yes,,1,intel
409,intel uhd graphics,https://cellphones.com.vn/laptop-dell-inspiron-3501-5580blk.html,,,67,18890000,,0,inspiron 3501 5580blk,dell,intel,1035g1,12,256,15.6,60,42,windows 10,5580blk,1920 x 1080,yes,,plastic,1.96,no,no,364,yes,,yes,,ssd,yes,18,no,yes,249,1,intel
410,,https://cellphones.com.vn/laptop-dell-inspiron-3501-5g8tf.html,,,23,13990000,,0,inspiron 3511 5g8tf,dell,intel,1115g4,4,128,15.6,60,,windows 10,5g8tf,,,,,2,,,210,,,,,ssd,,14.7,,,200,1,
411,intel uhd graphics,https://cellphones.com.vn/laptop-dell-inspiron-3501-nk5ck.html,,,20,14990000,,0,inspiron 3501 nk5ck,dell,intel,1115g4,8,1024,15.6,60,,windows 10,nk5ck,1920 x 1080,yes,,plastic,1.9,,yes,381,yes,,yes,yes,hdd,yes,26,yes,yes,267,1,intel
412,nvidia geforce mx350,https://cellphones.com.vn/laptop-dell-inspiron-5301-p121g002asl.html,,,4,23490000,,0,inspiron 5301 p121g002asl,dell,intel,1135g7,8,512,13.3,60,40,windows 10,p121g002asl,1920 x 1080,yes,,plastic,1.23,yes,no,,no,va,yes,,ssd,yes,,yes,yes,,1,nvidia
413,intel iris xe graphics,https://cellphones.com.vn/laptop-dell-inspiron-n5402a.html,,,3,,,0,inspiron n5402a,dell,intel,1135g7,8,512,14,60,53,windows 10,n5402a,1920 x 1080,yes,,,1.4,,no,321.3,yes,va,yes,yes,ssd,yes,16.74,yes,yes,216.15,1,intel
414,intel uhd graphics,https://cellphones.com.vn/laptop-dell-latitude-3520-70251592.html,,,4,18990000,,0,latitude 3520 70251592,dell,intel,1135g7,4,256,15.6,60,41,free os,70251592,1920 x 1080,yes,,plastic,1.79,yes,no,360,yes,,yes,,ssd,no,18.06,yes,yes,240.9,1,intel
415,intel uhd graphics,https://cellphones.com.vn/laptop-dell-latitude-3520-70251603.html,,,87,14990000,,0,latitude 3520 70251603,dell,intel,1115g4,4,256,15.6,60,41,free os,70251603,1366 x 768,no,,plastic,1.79,no,yes,360,yes,,yes,,ssd,no,18.06,yes,yes,240.9,1,intel
416,intel uhd graphics,https://cellphones.com.vn/laptop-dell-latitude-5420-70251602.html,,,14,,,0,latitude 5420 70251602,dell,intel,1145g7,8,256,14,60,63,windows 10,70251602,1920 x 1080,no,,plastic,1.4,,no,321.35,,,yes,,ssd,no,20.9,no,yes,212,1,intel
417,amd radeon rx vega 10,https://cellphones.com.vn/laptop-dell-vostro-3405.html,,,15,,,0,vostro 3405 70227396,dell,amd,3700u,8,512,14,60,42,windows 10,70227396,1920 x 1080,yes,,,1.59,,no,328.7,,,yes,,ssd,yes,18.1,no,yes,239.5,1,amd
418,nvidia geforce mx350,https://cellphones.com.vn/laptop-dell-vostro-3500-p112f002abl.html,,,13,22490000,,0,vostro 3500 p112f002abl,dell,intel,1135g7,8,512,15.6,60,,windows 10,p112f002abl,,,,plastic,1.78,,,,no,,yes,,ssd,,,,,,1,nvidia
419,nvidia geforce mx350,https://cellphones.com.vn/laptop-dell-vostro-5301.html,,,12,,,0,vostro 5301 v3i7129w,dell,intel,1165g7,8,512,13.3,60,42,windows 10,v3i7129w,1920 x 1080,yes,,,1.06,yes,no,306,no,,no,,ssd,yes,15.9,yes,yes,204,1,nvidia
420,intel iris xe graphics,https://cellphones.com.vn/laptop-dell-vostro-5301-i5.html,,,12,22190000,,0,vostro 5301 c4vv92,dell,intel,1135g7,8,512,13.3,60,40,windows 10,c4vv92,1920 x 1080,yes,,,1.06,,yes,365,,,no,,ssd,no,15.95,yes,yes,204,1,intel
421,intel iris xe graphics,https://cellphones.com.vn/laptop-dell-vostro-5301-i5-ssd-256gb.html,,,10,,,0,vostro 5301 c4vv91,dell,intel,1135g7,8,256,13.3,60,40,windows 10,c4vv91,1920 x 1080,yes,,,1.06,,yes,365,no,,yes,,ssd,no,15.95,yes,yes,204,1,intel
422,nvidia geforce mx330,https://cellphones.com.vn/laptop-dell-vostro-5502.html,,,26,26490000,,0,vostro 5502 v5502a,dell,intel,1165g7,16,512,15.6,60,40,windows 10,v5502a,1920 x 1080,yes,,,1.64,,yes,,,,no,,ssd,yes,,yes,yes,,1,nvidia
423,nvidia geforce mx330,https://cellphones.com.vn/laptop-dell-vostro-5502-nt0x01.html,,,42,22590000,,0,vostro 5502 nt0x01,dell,intel,1135g7,8,512,15.6,60,40,windows 10,nt0x01,1920 x 1080,yes,,plastic,1.64,yes,no,365,yes,,yes,,ssd,no,14.5,yes,yes,234,1,nvidia
424,nvidia geforce gtx 1650,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-an515-45.html,,,158,21990000,,0,gaming nitro 5 an515-45-r3sm nh.qbmsv.005,acer,amd,5600h,8,512,15.6,60,57,windows 10,nh.qbmsv.005,1920 x 1080,yes,,plastic,2.2,yes,yes,363.4,yes,ips,no,yes,ssd,yes,23.9,yes,yes,255,1,nvidia
425,nvidia geforce gtx 1650,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-an515-56.html,,,66,24900000,5,1,gaming nitro 5 an515-56-79u2 nh.qbzsv.001,acer,intel,11370h,8,512,15.6,144,57,windows 10,nh.qbzsv.001,1920 x 1080,yes,,,2.45,yes,no,363.4,yes,ips,yes,,ssd,no,23.9,yes,yes,255,1,nvidia
426,nvidia geforce gtx 1650,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-an515-i5-11300h-vga-gtx1650.html,,,171,,5,2,gaming nitro 5 an515-56-51n4 nh.qbzsv.002,acer,intel,11300h,8,512,15.6,144,48,windows 10,nh.qbzsv.002,1920 x 1080,yes,,,2.45,,no,,yes,ips,no,yes,ssd,no,,yes,yes,,1,nvidia
427,nvidia geforce gtx 1650,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-an515-i7-vga-4gb-gtx1650ti.html,,,45,,,0,nitro 5 an515-55-72p6 nh.qbnsv.004,acer,intel,10750h,8,512,15.6,144,57,windows 10,nh.qbnsv.004,1920 x 1080,yes,,,2.2,,no,363.4,yes,,yes,,ssd,yes,23.9,yes,yes,255,1,nvidia
428,nvidia geforce gtx 1650,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-an515-ryzen-5.html,,,224,,5,1,nitro 5 an515-44-r9jm nh.q9msv.003,acer,amd,4600h,8,512,15.6,144,57,windows 10,nh.q9msv.003,1920 x 1080,yes,,,2.2,,no,363.4,yes,,yes,,ssd,yes,23.9,yes,yes,255,1,nvidia
429,nvidia geforce rtx 3050,https://cellphones.com.vn/laptop-gigabyte-g7-md-71s1223sh.html,,,2,,,0,g7 md-71s1223sh,gigabyte,intel,11800h,16,512,17.3,144,49,windows 10,md-71s1223sh,1920 x 1080,yes,,,2.5,yes,yes,395,yes,ips,yes,,ssd,yes,25.9,yes,yes,262,1,nvidia
430,intel uhd graphics 605,https://cellphones.com.vn/laptop-hp-14-cf2033wm-3v7g4ua-pent.html,,,35,10990000,,0,14-cf2033wm 3v7g4ua,hp,intel,n5030,4,128,14,60,41,,3v7g4ua,1366 x 768,yes,,,1.47,,yes,324,yes,,no,,ssd,yes,19.9,yes,yes,225.9,1,intel
431,intel uhd graphics,https://cellphones.com.vn/laptop-hp-14-dq2055wm-39k15ua.html,,,140,13590000,,0,14-dq2055wm 39k15ua,hp,intel,1115g4,4,256,14,60,41,windows 10,39k15ua,1920 x 1080,yes,,plastic,1.46,,no,324,yes,,yes,,ssd,yes,17.9,yes,yes,225,1,intel
432,intel iris xe graphics,https://cellphones.com.vn/laptop-hp-14s-dq2544tu-46m22pa.html,,,15,16990000,,0,14s-dq2544tu 46m22pa,hp,intel,1135g7,8,512,14,60,41,windows 10,46m22pa,1366 x 768,yes,,plastic,1.46,no,no,324,,va,yes,,ssd,yes,17.9,yes,yes,225,1,intel
433,amd radeon graphics,https://cellphones.com.vn/laptop-hp-14s-fq1066au-4k0z6pa.html,,,15,16990000,,0,14s-fq1066au 4k0z6pa,hp,amd,5500u,8,256,14,60,41,windows 10,4k0z6pa,1366 x 768,yes,,plastic,1.47,,no,,yes,,yes,,ssd,yes,,yes,yes,,1,amd
434,intel uhd graphics 600,https://cellphones.com.vn/laptop-hp-15-dw1001wn-4j238ua.html,,,25,9990000,,0,15-dw1001wn 4j238ua,hp,intel,n4020,4,128,15.6,60,41,windows 10,4j238ua,1920 x 1080,yes,,plastic,1.78,,yes,358.5,yes,ips,yes,,ssd,yes,19.9,yes,yes,242,1,intel
435,intel iris xe graphics,https://cellphones.com.vn/laptop-hp-15-dy2045-2q1h3ua.html,,,8,17490000,,0,15-dy2045 2q1h3ua,hp,intel,1135g7,8,256,15.6,60,41,windows 10,2q1h3ua,1366 x 768,yes,,plastic,1.69,,no,358.5,yes,,yes,,ssd,yes,17.9,yes,yes,242,1,intel
436,amd radeon graphics,https://cellphones.com.vn/laptop-hp-15-ef1300wm.html,,,7,11490000,,0,15-ef1300wm,hp,amd,3250u,4,128,15.6,60,41,windows 10,ef1300wm,1920 x 1080,yes,,,1.69,,no,358.5,,,yes,,ssd,yes,17.9,yes,yes,242,1,amd
437,amd radeon graphics,https://cellphones.com.vn/laptop-hp-15-ef2127-4j0v2ua.html,,,4,17490000,,0,15-ef2127 4j0v2ua,hp,amd,5500u,8,256,15.6,60,41,windows 10,4j0v2ua,1920 x 1080,yes,,plastic,1.69,,no,358.5,yes,,yes,,ssd,yes,17.9,yes,yes,242,1,amd
438,intel iris xe graphics,https://cellphones.com.vn/laptop-hp-15-hp-15-t-dw300-1a3y3av.html,,,15,17290000,,0,15-hp 15 t-dw300 1a3y3av,hp,intel,1135g7,8,256,15.6,60,41,windows 10,1a3y3av,1366 x 768,yes,,plastic,1.75,no,yes,358.4,yes,,yes,,ssd,yes,19.8,yes,yes,242.1,1,intel
439,intel uhd graphics,https://cellphones.com.vn/laptop-hp-15s-du1105tu-2z6l3pa.html,,,22,12690000,,0,15s-du1105tu 2z6l3pa,hp,intel,10110u,4,256,15.6,60,41,windows 10,2z6l3pa,1366 x 768,yes,,plastic,1.74,,yes,358.5,yes,va,yes,,ssd,yes,19.9,yes,yes,242,1,intel
440,amd radeon graphics,https://cellphones.com.vn/laptop-hp-15-z-ef2000-2j4v7av.html,,,19,16990000,,0,15 z-ef2000 2j4v7av,hp,amd,5500u,8,256,15.6,60,41,windows 10,2j4v7av,1366 x 768,yes,,,1.7,no,no,358.4,yes,,yes,,ssd,yes,18,yes,yes,242.1,1,amd
441,intel uhd graphics,https://cellphones.com.vn/laptop-hp-240-g8-342g5pa.html,,,6,11990000,,0,240 g8 342g5pa,hp,intel,1005g1,4,256,14,60,41,windows 10,342g5pa,1920 x 1080,no,,,1.42,,no,324,yes,,yes,,ssd,yes,19.9,yes,yes,225.9,1,intel
442,intel uhd graphics,https://cellphones.com.vn/laptop-hp-240-g8-342g7pa.html,,,54,11980000,,0,240 g8 342g7pa,hp,intel,1005g1,4,256,14,60,41,free os,342g7pa,1366 x 768,yes,,plastic,1.47,no,no,324,yes,,yes,,ssd,yes,19.9,yes,yes,225.9,1,intel
443,intel iris xe graphics,https://cellphones.com.vn/laptop-hp-240-g8-3d0e8pa.html,,,5,21490000,,0,240 g8 3d0e8pa,hp,intel,1165g7,8,512,14,60,41,windows 10,3d0e8pa,1920 x 1080,yes,,,1.42,,yes,324,yes,ips,yes,,ssd,yes,19.9,yes,yes,225.9,1,intel
444,intel uhd graphics,https://cellphones.com.vn/laptop-hp-250-g8-389x8pa.html,,,31,11990000,,0,250 g8 389x8pa,hp,intel,1005g1,4,256,15.6,60,41,windows 10,389x8pa,1366 x 768,yes,,plastic,1.74,no,yes,357.9,yes,ips,no,,ssd,yes,19.8,yes,yes,242.1,1,intel
445,intel iris plus graphics,https://cellphones.com.vn/laptop-hp-340s-g7-36a37pa.html,,,2,21290000,,0,340s g7 36a37pa,hp,intel,1065g7,8,512,14,60,41,windows 10,36a37pa,1920 x 1080,no,,plastic,1.358,,no,324,yes,ips,yes,,ssd,yes,17.9,yes,yes,225,1,intel
446,intel uhd graphics,https://cellphones.com.vn/laptop-hp-348-g7-9ph19pa.html,,,14,21190000,,0,348 g7 9ph19pa,hp,intel,10510u,8,512,14,60,41,windows 10,9ph19pa,1920 x 1080,no,,plastic,1.4,no,yes,324,yes,,yes,,ssd,no,19.9,yes,yes,225.9,1,intel
447,intel uhd graphics,https://cellphones.com.vn/laptop-hp-envy-13-aq1022tu-8qn69pa-i5-10210u-ram-8gb-ssd-512gb-13-3fhd-inch-cu-dep.html,,,18,22690000,,0,envy 13 aq1022tu 8qn69pa,hp,intel,10210u,8,512,13.3,60,53,windows 10,8qn69pa,1920 x 1080,no,,aluminum,1.2,yes,no,307,no,ips,yes,,ssd,no,14.7,yes,yes,211.5,1,intel
448,intel iris xe graphics,https://cellphones.com.vn/laptop-hp-envy-13-ba1028tu.html,,,56,23990000,,0,envy 13-ba1028tu 2k0b2pa,hp,intel,1135g7,8,512,13.3,60,51,windows 10,2k0b2pa,1920 x 1080,no,,aluminum,1.236,yes,no,306.5,no,ips,yes,,ssd,yes,16.9,no,yes,194.6,1,intel
449,intel iris xe graphics,https://cellphones.com.vn/laptop-hp-envy-13-ba1537tu-4u6p0pa.html,,,8,22990000,,0,envy 13-ba1537tu 4u6p0pa,hp,intel,1135g7,8,256,13.3,60,51,windows 10,4u6p0pa,1920 x 1080,no,,plastic,1.3,yes,no,306.5,no,ips,yes,,ssd,no,16.9,yes,yes,194.6,1,intel
450,amd radeon rx vega 6,https://cellphones.com.vn/laptop-hp-envy-x360-convertible-13-ay0067au-171n1pa.html,,,7,,,0,envy x360 convertible 13-ay0067au 171n1pa,hp,amd,4500u,8,256,13.3,60,51,windows 10,171n1pa,1920 x 1080,no,,aluminum,1.32,yes,no,306.5,no,ips,yes,,ssd,no,16.4,yes,yes,194.64,1,amd
451,intel uhd graphics,https://cellphones.com.vn/laptop-hp-pavilion-14-dv0007tu.html,,,35,15390000,5,1,pavilion 14-dv0007tu 2d7a4pa,hp,intel,1115g4,8,512,14,60,43,windows 10,2d7a4pa,1920 x 1080,yes,,,1.41,no,no,325,yes,ips,yes,,ssd,yes,17,yes,yes,216.6,1,intel
