,title,price,rating,review_count,cmt_count,cpu_name,cpu_ncores,cpu_nthreads,cpu_basefreq,cpu_turbofreq,cpu_cache,ram_size,ram_type,ram_clock,ram_upgradable,storage,gpu,battery,displ_size,displ_resolution,displ_rate,displ_tech,displ_touchscreen,sound,ports,sd_card,wless_connect,webcam,special,backlight_key,weight_dims,surface,os,launch,url
24,Laptop MSI Gaming GE66 Raider 11UG i7 11800H/16GB/2TB SSD/8GB RTX3070/360Hz/Balo/Chuột/Win10 (258VN),59.990.000₫,,,12 bình luận|3 bình luận,Intel Core i7 Tiger Lake|11800H|Intel Core i7 Tiger Lake - 11800H,8,16,2.30 GHz,Turbo Boost 4.6 GHz,24 MB,16 GB,DDR4 2 khe (1 khe 8GB + 1 khe 8GB),3200 MHz,64 GB,2 TB SSD NVMe PCIe|Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2TB),"Card rời|Card rời - NVIDIA GeForce RTX 3070, 8 GB","4-cell, 99.9 Wh",15.6 inch,Full HD (1920 x 1080),360 Hz,100% sRGB|Chống chói Anti Glare|Tấm nền IPS,,Hi-Res Audio|Nahimic Audio|Sound by Dynaudio,3 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|Mini DisplayPort|Thunderbolt 4 USB-C|USB Type-C,SD,Bluetooth 5.2|Wi-Fi 6E (802.11ax),FHD (30fps@1080p),Đèn bàn phím chuyển màu RGB,Có,Dài 358 mm - Rộng 267 mm - Dày 23.4 mm - Nặng 2.38 Kg,Vỏ kim loại,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/msi-gaming-ge66-raider-11ug-i7-258vn?src=osp#top-tskt
25,Laptop Dell XPS 13 9310 i7 1165G7/16GB/512GB/Touch/Pen/Office H&S2019/Win10 (JGNH62),59.990.000₫,,,17 bình luận|,Intel Core i7 Tiger Lake|1165G7|Intel Core i7 Tiger Lake - 1165G7,4,8,2.80 GHz,Turbo Boost 4.7 GHz,12 MB,16 GB,LPDDR4X (On board),4267 MHz,Không hỗ trợ nâng cấp,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,4-cell Li-ion,13.4 inch,4K/UHD (3840 x 2400),60 Hz,500 nits brightness|InfinityEdge display,Có,Realtek High Definition Audio|Waves MaxxAudio,2 x Thunderbolt 4 USB-C|Jack tai nghe 3.5 mm,Micro SD,Bluetooth 5.0|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay|Màn hình gập 360 độ,Có,Dài 297 mm - Rộng 207 mm - Dày 14.35 mm - Nặng 1.27 kg,Vỏ kim loại nguyên khối,Windows 10 Home SL,2020,https://www.thegioididong.com/laptop/dell-xps-13-9310-i7-jgnh62?src=osp#top-tskt
26,Laptop HP Omen 15 ek0078TX i7 10750H/16GB/1TB SSD/8GB RTX2070 Max-Q/300Hz/Office H&S2019/Win10 (26Y68PA),56.990.000₫ *,,,36 bình luận|17 bình luận,Intel Core i7 Comet Lake|10750H|Intel Core i7 Comet Lake - 10750H,6,12,2.60 GHz,Turbo Boost 5.0 GHz,12 MB,16 GB,DDR4 2 khe (1 khe 8GB + 1 khe 8GB),2933 MHz,32 GB,1 TB SSD M.2 PCIe|Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng,"Card rời|NVIDIA GeForce RTX2070 With Max-Q Design, 8 GB|Card rời - NVIDIA GeForce RTX2070 With Max-Q Design, 8 GB","6-cell Li-ion, 70.9 Wh",15.6 inch,Full HD (1920 x 1080),300 Hz,Tấm nền IPS|Chống chói Anti Glare|LED Backlit|100% sRGB,,HP Audio Boost|Bang & Olufsen audio|DTS X:Ultra Audio,Jack tai nghe 3.5 mm|HDMI|LAN (RJ45)|Thunderbolt 3|Mini DisplayPort|3x SuperSpeed USB A,SD,Bluetooth 5.0|Wi-Fi 6 (802.11ax),HD webcam,,Có,Dài 357.9 mm - Rộng 239.7 mm - Dày 22.5 mm - Nặng 2.36 kg,Kim loại và polycarbonate,Windows 10 Home SL + Office Home & Student 2019 vĩnh viễn,2020,https://www.thegioididong.com/laptop/hp-omen-15-ek0078tx-i7-26y68pa?src=osp#top-tskt
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Laptop LG Gram 17 2021 i7 1165G7/16GB/1TB SSD/Win10 (17Z90P-G.AH78A5),54.890.000₫,,,7 bình luận|,Intel Core i7 Tiger Lake|1165G7|Intel Core i7 Tiger Lake - 1165G7,4,8,2.80 GHz,Turbo Boost 4.7 GHz,12 MB,16 GB,LPDDR4X (On board),4266 MHz,Không hỗ trợ nâng cấp,1 TB SSD M.2 PCIe|Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng,Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"2-cell Li-ion, 80 Wh",17 inch,WQXGA (2560 x 1600),,60Hz|Chống chói Anti Glare|Tấm nền IPS,,DTS X:Ultra Audio,2 x Thunderbolt 4 USB-C|2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm,Micro SD,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay|Tiêu chuẩn Nền Intel Evo|Độ bền chuẩn quân đội MIL STD 810G,Có,Dài 380.2 mm - Rộng 260.1 mm - Dày 17.8 mm - Nặng 1.35 kg,Hợp kim Nano Carbon - Magie,Windows 10 Home Standard,2021,https://www.thegioididong.com/laptop/lg-gram-17-i7-17z90pgah78a5?src=osp#top-tskt
29,Laptop MSI Gaming Leopard GP76 11UG i7 11800H/16GB/1TB SSD/8GB RTX3070/240Hz/Balo/Chuột/Win10 (435VN),52.990.000₫,,,40 bình luận|5 bình luận,Intel Core i7 Tiger Lake|11800H|Intel Core i7 Tiger Lake - 11800H,8,16,2.30 GHz,Turbo Boost 4.6 GHz,24 MB,16 GB,DDR4 2 khe (1 khe 8GB + 1 khe 8GB),3200 MHz,64 GB,1 TB SSD M.2 PCIe|Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng,"Card rời|Card rời - NVIDIA GeForce RTX 3070, 8 GB","4-cell Li-ion, 65 Wh",17.3 inch,Full HD (1920 x 1080),240 Hz,Tấm nền IPS,,Nahimic Audio,3 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|Mini DisplayPort,SD,Bluetooth 5.2|Wi-Fi 6 (802.11ax),HD webcam,Đèn bàn phím chuyển màu RGB,Có,Dài 397 mm - Rộng 284 mm - Dày 25.9 mm - Nặng 2.9 kg,Vỏ kim loại,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/msi-gp76-11ug-i7-435vn?src=osp#top-tskt
30,Laptop MSI Gaming Leopard GP76 11UG i7 11800H/16GB/1TB SSD/8GB RTX3070/300Hz/Balo/Chuột/Win10 (823VN),52.990.000₫,,,bình luận|,Intel Core i7 Tiger Lake|11800H|Intel Core i7 Tiger Lake - 11800H,8,16,2.30 GHz,Turbo Boost 4.6 GHz,24 MB,16 GB,DDR4 2 khe (1 khe 8GB + 1 khe 8GB),3200 MHz,64 GB,"1 TB SSD M.2 PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)|Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2TB)","Card rời|Card rời - NVIDIA GeForce RTX 3070, 8 GB","4-cell Li-ion, 65 Wh",17.3 inch,Full HD (1920 x 1080),300 Hz,Công nghệ IPS,,Realtek Audio,3 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|Mini DisplayPort,SD,Bluetooth 5.2|Wi-Fi 6E (802.11ax),HD webcam,Đèn bàn phím chuyển màu RGB,Có,Dài 397 mm - Rộng 284 mm - Dày 25.9 mm - Nặng 2.9 kg,Vỏ kim loại,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/msi-gaming-leopard-gp76-11ug-i7-823vn?src=osp#top-tskt
31,Laptop LG Gram 17 2021 i7 1165G7/16GB/512GB/Win10 (17Z90P-G.AH76A5),52.890.000₫,,,bình luận|,Intel Core i7 Tiger Lake|1165G7|Intel Core i7 Tiger Lake - 1165G7,4,8,2.80 GHz,Turbo Boost 4.7 GHz,12 MB,16 GB,LPDDR4X (On board),4266 MHz,Không hỗ trợ nâng cấp,SSD 512 GB NVMe PCIe|Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng,Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"2-cell Li-ion, 80 Wh",17 inch,WQXGA (2560 x 1600),,60Hz|Chống chói Anti Glare|Tấm nền IPS,,DTS X:Ultra Audio,2 x Thunderbolt 4 USB-C|2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm,Micro SD,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay|Tiêu chuẩn Nền Intel Evo|Độ bền chuẩn quân đội MIL STD 810G,Có,Dài 380.2 mm - Rộng 260.1 mm - Dày 17.8 mm - Nặng 1.35 kg,Hợp kim Nano Carbon - Magie,Windows 10 Home Standard,2021,https://www.thegioididong.com/laptop/lg-gram-17-i7-17z90pgah76a5?src=osp#top-tskt
32,Laptop LG Gram 16 2021 i7 1165G7/16GB/512GB/Win10 (16Z90P-G.AH75A5),50.890.000₫,,,7 bình luận|,Intel Core i7 Tiger Lake|1165G7|Intel Core i7 Tiger Lake - 1165G7,4,8,2.80 GHz,Turbo Boost 4.7 GHz,12 MB,16 GB,LPDDR4X (On board),4266 MHz,Không hỗ trợ nâng cấp,SSD 512 GB NVMe PCIe|Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng,Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"2-cell Li-ion, 80 Wh",16 inch,WQXGA (2560 x 1600),60 Hz,Chống chói Anti Glare|Tấm nền IPS,,DTS X:Ultra Audio,2 x Thunderbolt 4 USB-C|2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm,Micro SD,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay|Tiêu chuẩn Nền Intel Evo,Có,Dài 355.9 mm - Rộng 243.4 mm - Dày 16.8 mm - Nặng 1.19 kg,Hợp kim Nano Carbon - Magie,Windows 10 Home Standard,2021,https://www.thegioididong.com/laptop/lg-gram-16-i7-16z90pgah75a5?src=osp#top-tskt
33,Laptop Apple MacBook Pro M1 2020 16GB/1TB SSD (Z11C000CJ),52.990.000₫,,,69 bình luận|,Apple M1,,,,,,16 GB,,,Không hỗ trợ nâng cấp,1 TB SSD,Card tích hợp|Card tích hợp - 8 nhân GPU,Khoảng 10 tiếng,13.3 inch,Retina (2560 x 1600),,500 nits brightness|LED Backlit|Retina|True Tone Technology|Tấm nền IPS,,3 microphones|Dolby Atmos|Loa kép (2 kênh),2 x Thunderbolt 3 (USB-C)|Jack tai nghe 3.5 mm,,Bluetooth 5.0|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay,Có,Dài 304.1 mm - Rộng 212.4 mm - Dày 15.6 mm - Nặng 1.4 kg,Vỏ kim loại nguyên khối,Mac OS,2020,https://www.thegioididong.com/laptop/apple-macbook-pro-m1-2020-z11c000cj?src=osp#top-tskt
34,Laptop Lenovo Yoga 9 14ITL5 i7/1185G7/16GB/1TB SSD/Touch/Pen/Win10 (82BG006EVN),46.990.000₫ *,2,1 đánh giá,28 bình luận|2 bình luận,Intel Core i7 Tiger Lake|1185G7|Intel Core i7 Tiger Lake - 1185G7,4,8,3.00 GHz,Turbo Boost 4.8 GHz,12 MB,16 GB,LPDDR4 (On board),4266 MHz,Không hỗ trợ nâng cấp,1 TB SSD M.2 PCIe,Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"Li-Polymer, 60 Wh",14 inch,4K/UHD (3840 x 2160),,500 nits Glossy|90% DCI-P3|HDR Vesa400|Tấm nền IPS,Có,Dolby Atmos|Stereo speakers,1 x USB 3.2|2 x Thunderbolt 4 USB-C|Jack tai nghe 3.5 mm,,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay|Công tắc khóa camera|Màn hình gập 360 độ|Tiêu chuẩn Nền Intel Evo,Có,Dài 319.4 mm - Rộng 216.4 mm - Dày 15.7 mm - Nặng 1.37 kg,Vỏ kim loại,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/lenovo-yoga-9-14itl5-i7-82bg006evn?src=osp#top-tskt
35,Laptop LG Gram 16 2021 i7 1165G7/16GB/256GB/Win10 (16Z90P-G.AH73A5),48.890.000₫,,,3 bình luận|,Intel Core i7 Tiger Lake|1165G7|Intel Core i7 Tiger Lake - 1165G7,4,8,2.80 GHz,Turbo Boost 4.7 GHz,12 MB,16 GB,LPDDR4X (On board),4266 MHz,Không hỗ trợ nâng cấp,SSD 256 GB NVMe PCIe|Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng,Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"2-cell Li-ion, 80 Wh",16 inch,WQXGA (2560 x 1600),60 Hz,Chống chói Anti Glare|Tấm nền IPS,,DTS X:Ultra Audio,2 x Thunderbolt 4 USB-C|2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm,Micro SD,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay|Tiêu chuẩn Nền Intel Evo,Có,Dài 355.9 mm - Rộng 243.4 mm - Dày 16.8 mm - Nặng 1.19 kg,Hợp kim Nano Carbon - Magie,Windows 10 Home Standard,2021,https://www.thegioididong.com/laptop/lg-gram-16-i7-16z90pgah73a5?src=osp#top-tskt
36,Laptop LG Gram 14 2021 i7 1165G7/16GB/512GB/Win 10 (14Z90P-G.AH75A5),47.890.000₫,,,4 bình luận|2 bình luận,Intel Core i7 Tiger Lake|1165G7|Intel Core i7 Tiger Lake - 1165G7,4,8,2.80 GHz,Turbo Boost 4.7 GHz,12 MB,16 GB,LPDDR4X (On board),4266 MHz,Không hỗ trợ nâng cấp,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng|SSD 512 GB NVMe PCIe,Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"4-cell Li-ion, 72 Wh",14 inch,WUXGA (1920 x 1200),60 Hz,Chống chói Anti Glare|Tấm nền IPS,,DTS X:Ultra Audio,2 x Thunderbolt 4 USB-C|2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm,Micro SD,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay|Tiêu chuẩn Nền Intel Evo,Có,Dài 313.4 mm - Rộng 215.2 mm - Dày 16.8 mm - Nặng 0.999 kg,Hợp kim Nano Carbon - Magie,Windows 10 Home Standard,2021,https://www.thegioididong.com/laptop/lg-gram-14-i7-14z90pgah75a5?src=osp#top-tskt
37,Laptop MSI Summit E16 Flip i7 1195G7/16GB/1TB SSD/4GB RTX3050/120Hz/Touch/Pen/Túi/Office365F/Win10 (082VN),46.990.000₫,,,17 bình luận|,Intel Core i7 Tiger Lake|Intel Core i7 Tiger Lake - 1195G7,4,8,2.90 GHz,Turbo Boost 5.0 GHz,12 MB,16 GB,LPDDR4X (8GB On board + 8GB On board),2133 MHz (Hãng công bố),Không hỗ trợ nâng cấp,"1 TB SSD M.2 PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)","Card rời|NVIDIA GeForce RTX3050, 4 GB|Card rời - NVIDIA GeForce RTX3050, 4 GB","4-cell, 82Wh",16 inch,QHD+ (2560 x 1600),120 Hz,Tấm nền IPS|100% DCI-P3,Có,Nahimic Audio,2 x Thunderbolt 4 USB-C|2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm,Micro SD,Bluetooth 5.2|Wi-Fi 6E (802.11ax),Camera IR|HD webcam,Bảo mật vân tay|Công tắc khóa camera|Màn hình gập 360 độ|Mở khóa khuôn mặt|TPM 2.0,Có,Dài 358.2 mm - Rộng 258.5 mm - Dày 16.9 mm - Nặng 1.9 kg,Vỏ kim loại,Windows 10 Home SL + Office 365 Family 1 năm,2021,https://www.thegioididong.com/laptop/msi-summit-e16-flip-i7-082vn?src=osp#top-tskt
38,Laptop Asus ROG Zephyrus G14 Alan Walker GA401QEC R9 5900HS/16GB 1TB/4GB RTX3050Ti/120Hz/Túi/Win10 (K2064T),49.990.000₫,,,34 bình luận|,AMD Ryzen 9 - 5900HS,8,16,3.00 GHz,Turbo Boost 4.6 GHz,16 MB,16 GB,DDR4 2 khe (8GB onboard+ 1 khe 8GB),3200 MHz,24 GB,"Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe 3.0 mở rộng (nâng cấp dung lượng không giới hạn)|1 TB SSD M.2 PCIe 3.0 (Có thể tháo ra, lắp thanh khác dung lượng không giới hạn)","Card rời|Card rời - NVIDIA GeForce RTX3050Ti, 4 GB","4-cell Li-ion, 76 Wh",14 inch,QHD (2560 x 1440),120 Hz,100% DCI-P3|Chống chói Anti Glare|Công nghệ IPS|Độ sáng 300 nits,,Công nghệ Smart AMP|Dolby Atmos,1x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery / G-SYNC|2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|USB Type-C,,Bluetooth 5.1|Wi-Fi 6 (802.11ax),Không tích hợp,Bảo mật vân tay,Có,Dài 324 mm - Rộng 220 mm - Dày 19.9 mm - Nặng 1.7 kg,Vỏ nhựa - nắp lưng bằng kim loại,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/asus-rog-zephyrus-gaming-g14-ga401qec-r9-k2064t?src=osp#top-tskt
39,Laptop Asus ZenBook UX371EA i7 1165G7/16GB/1TB SSD/Touch/Pen/Cáp/Túi/Office H&S/Win11 (HL725WS),41.990.000₫,,,bình luận|,Intel Core i7 Tiger Lake|1165G7|Intel Core i7 Tiger Lake - 1165G7,4,8,2.80 GHz,Turbo Boost 4.7 GHz,12 MB,16 GB,LPDDR4X (On board),4267 MHz,Không hỗ trợ nâng cấp,1 TB SSD M.2 PCIe,Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"4-cell Li-ion, 67 Wh",13.3 inch,"4K/UHD (3840 x 2160), OLED",,OLED|100% DCI-P3,Có,Audio by Harman/Kardon,1 x USB 3.2|2 x Thunderbolt 4 USB-C|HDMI,,Bluetooth 5.0|Wi-Fi 6 (802.11ax),Camera IR,Màn hình gập 360 độ|Mở khóa khuôn mặt|Numberpad 2.0|Tiêu chuẩn Nền Intel Evo|Độ bền chuẩn quân đội MIL STD 810G,Có,Dài 305 mm - Rộng 211 mm - Dày 13.9 mm - Nặng 1.2 kg,Vỏ kim loại nguyên khối,Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn,2021,https://www.thegioididong.com/laptop/asus-zenbook-ux371ea-i7-hl725ws?src=osp#top-tskt
40,Laptop Acer Predator Triton 300 PT315 53 75LQ i7 11800H/16GB/512GB/6GB RTX3060/165Hz/Win10 (NH.QDQSV.001),44.990.000₫,5,1 đánh giá,29 bình luận|3 bình luận,Intel Core i7 Tiger Lake|11800H|Intel Core i7 Tiger Lake - 11800H,8,16,2.30 GHz,Turbo Boost 4.6 GHz,24 MB,16 GB,DDR4 2 khe (1 khe 8GB + 1 khe 8GB),3200 MHz,32 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)|Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB)","Card rời|NVIDIA GeForce RTX 3060, 6 GB|Card rời - NVIDIA GeForce RTX 3060, 6 GB","4-cell Li-ion, 59 Wh",15.6 inch,QHD (2560 x 1440),165 Hz,Acer ComfyView|Công nghệ IPS|LED Backlit|TFT,,DTS X:Ultra Audio,3 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|Mini DisplayPort|Thunderbolt 4 USB-C,,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,Đèn bàn phím chuyển màu RGB|Công nghệ quạt AeroBlade 3D thế hệ 5 2 quạt tản nhiệt,Có,Dài 353 mm - Rộng 255 mm - Dày 19.9 mm - Nặng 2 kg,Vỏ kim loại,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/acer-predator-triton-300-pt315-53-75lq-i7?src=osp#top-tskt
41,Laptop HP ZBook Firefly 14 G8 i7 1165G7/16GB/1TB/4GB Quadro T500/Win10 Pro (275W0AV),41.590.000₫ *,,,bình luận|,Intel Core i7 Tiger Lake|1165G7|Intel Core i7 Tiger Lake - 1165G7,4,8,2.80 GHz,Turbo Boost 4.7 GHz,12 MB,16 GB,DDR4 (2 khe),3200 MHz,32 GB,1 TB SSD M.2 PCIe,"Card rời|Card rời - NVIDIA QuadroT500, 4GB","3-cell Li-ion, 53 Wh",14 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|Công nghệ IPS,,Bang & Olufsen audio,2 x Thunderbolt 4 USB-C|2x SuperSpeed USB A|HDMI|Jack tai nghe 3.5 mm,,Bluetooth 5.0|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay,Có,Dài 323 mm - Rộng 214.6 mm - Dày 17.9 mm - Nặng 1.35 kg,Vỏ kim loại,Windows 10 Pro,2021,https://www.thegioididong.com/laptop/hp-zbook-firefly-14-g8-i7-275w0av?src=osp#top-tskt
42,Laptop HP EliteBook X360 830 G8 i7 1165G7/16GB/512GB/Touch/Pen/Win10 Pro (3G1A4PA),41.290.000₫ *,,,35 bình luận|15 bình luận,Intel Core i7 Tiger Lake|1165G7|Intel Core i7 Tiger Lake - 1165G7,4,8,2.80 GHz,Turbo Boost 4.7 GHz,12 MB,16 GB,DDR4 (On board),3200 MHz,Không hỗ trợ nâng cấp,SSD 512 GB NVMe PCIe,Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"3-cell Li-ion, 53 Wh",13.3 inch,Full HD (1920 x 1080),60 Hz,Tấm nền IPS|Wled-backlit,Có,Bang & Olufsen audio,2 x Thunderbolt 4 USB-C|2 x USB 3.1|HDMI|Jack tai nghe 3.5 mm,,Bluetooth 5.0|Wi-Fi 6 (802.11ax),HD webcam,Bút cảm ứng|Bảo mật vân tay|Màn hình gập 360 độ|Tiêu chuẩn Nền Intel Evo,Có,Dài 307.6 mm - Rộng 205 mm - Dày 17.8 mm - Nặng 1.476 kg,Vỏ kim loại,Windows 10 Pro,2021,https://www.thegioididong.com/laptop/hp-elitebook-x360-830-g8-i7-3g1a4pa?src=osp#top-tskt
43,Laptop Apple MacBook Pro M1 2020 16GB/512GB (Z11C),44.990.000₫,4.7,18 đánh giá,233 bình luận|11 bình luận,Apple M1,,,,,,16 GB,,,Không hỗ trợ nâng cấp,512 GB SSD,Card tích hợp|Card tích hợp - 8 nhân GPU,Khoảng 10 tiếng,13.3 inch,Retina (2560 x 1600),,500 nits brightness|LED Backlit|Retina|True Tone Technology|Tấm nền IPS,,3 microphones|Dolby Atmos|Loa kép (2 kênh),2 x Thunderbolt 3 (USB-C)|Jack tai nghe 3.5 mm,,Bluetooth 5.0|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay,Có,Dài 304.1 mm - Rộng 212.4 mm - Dày 15.6 mm - Nặng 1.4 kg,Vỏ kim loại nguyên khối,Mac OS,2020,https://www.thegioididong.com/laptop/apple-macbook-pro-2020-z11c?src=osp#top-tskt
44,Laptop Asus ZenBook UX371EA i7 1165G7/16GB/1TB SSD/Touch/Pen/Cáp/Túi/Office H&S2019/Win10 (HL494TS),41.990.000₫,,,9 bình luận|,Intel Core i7 Tiger Lake|1165G7|Intel Core i7 Tiger Lake - 1165G7,4,8,2.80 GHz,Turbo Boost 4.7 GHz,12 MB,16 GB,LPDDR4X (On board),4267 MHz,Không hỗ trợ nâng cấp,1 TB SSD M.2 PCIe,Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"4-cell Li-ion, 67 Wh",13.3 inch,"4K/UHD (3840 x 2160), OLED",,100% DCI-P3|400 nits|OLED|Tấm nền IPS,Có,Audio by Harman/Kardon,1 x USB 3.2|2 x Thunderbolt 4 USB-C|HDMI,,Bluetooth 5.0|Wi-Fi 6 (802.11ax),Camera IR,Màn hình gập 360 độ|Mở khóa khuôn mặt|Numberpad 2.0|Tiêu chuẩn Nền Intel Evo|Độ bền chuẩn quân đội MIL STD 810G,Có,Dài 305 mm - Rộng 211 mm - Dày 13.9 mm - Nặng 1.2 kg,Vỏ kim loại nguyên khối,Windows 10 Home SL + Office Home & Student 2019 vĩnh viễn,2021,https://www.thegioididong.com/laptop/asus-zenbook-ux371ea-i7-hl494ts?src=osp#top-tskt
45,Laptop MSI Summit E13 Flip i7 1185G7/16GB/1TB SSD/Touch/Túi/Pen/Win10 (211VN),39.990.000₫,,,28 bình luận|,Intel Core i7 Tiger Lake|1185G7|Intel Core i7 Tiger Lake - 1185G7,4,8,3.00 GHz,Turbo Boost 4.8 GHz,12 MB,16 GB,LPDDR4 (On board),2133 MHz (Hãng công bố),Không hỗ trợ nâng cấp,SSD 1 TB NVMe PCIe Gen4x4,Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"4-cell Li-ion, 70 Wh",13.4 inch,Full HD+ (1920 x 1200),60 Hz,100% sRGB|500 nits Glossy|Tấm nền IPS,Có,Hi-Res Audio|Nahimic Audio,1 x USB 3.2|2 x Thunderbolt 4 USB-C|Jack tai nghe 3.5 mm|USB Type-C,Micro SD,Bluetooth 5.2|Wi-Fi 6E (802.11ax),Camera IR|HD webcam,Bảo mật vân tay|Công tắc khóa camera|Màn hình gập 360 độ|Mở khóa khuôn mặt|Tiêu chuẩn Nền Intel Evo,Có,Dài 300.2 mm - Rộng 222.25 mm - Dày 14.9 mm - Nặng 1.35 kg,Vỏ kim loại nguyên khối,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/msi-summit-e13-flip-i7-211vn?src=osp#top-tskt
46,Laptop Asus ZenBook Duo UX482EA i7 1165G7/16GB/1TB SSD/Touch/Pen/Túi/Stand/Win10 (KA111T),39.990.000₫,,,22 bình luận|5 bình luận,Intel Core i7 Tiger Lake|1165G7|Intel Core i7 Tiger Lake - 1165G7,4,8,2.80 GHz,Turbo Boost 4.7 GHz,12 MB,16 GB,LPDDR4X (On board),4267 MHz,Không hỗ trợ nâng cấp,1 TB SSD M.2 PCIe,Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"4-cell Li-ion, 70 Wh",14 inch,Full HD (1920 x 1080),60 Hz,100% sRGB|400 nits|Chống chói Anti Glare|LED Backlit|Tấm nền IPS,Có,Audio by Harman/Kardon,1 x USB 3.2|2 x Thunderbolt 4 USB-C|HDMI|Jack tai nghe 3.5 mm,Micro SD,Bluetooth 5.0|Wi-Fi 6 (802.11ax),Camera IR|HD webcam,Mở khóa khuôn mặt|ScreenPad Plus 12.65 inch (1920 x 515 IPS Panel)|Độ bền chuẩn quân đội MIL STD 810H,Có,Dài 324 mm - Rộng 222 mm - Dày 17.3 mm - Nặng 1.62 kg,Vỏ kim loại,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/asus-zenbook-ux482ea-i7-ka111t?src=osp#top-tskt
