,title,price,rating,review_count,cmt_count,cpu_name,cpu_ncores,cpu_nthreads,cpu_basefreq,cpu_turbofreq,cpu_cache,ram_size,ram_type,ram_clock,ram_upgradable,storage,gpu,battery,displ_size,displ_resolution,displ_rate,displ_tech,displ_touchscreen,sound,ports,sd_card,wless_connect,webcam,special,backlight_key,weight_dims,surface,os,launch,url
154,Laptop HP 15s fq2559TU i5 1135G7/8GB/512GB/Win11 (46M27PA),18.190.000₫,,,12 bình luận|,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 4GB + 1 khe 4GB),3200 MHz,32 GB,SSD 512 GB NVMe PCIe,Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"3-cell Li-ion, 41 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|Tấm nền IPS|Wled-backlit,,Realtek High Definition Audio,2 x USB 3.1|HDMI|Jack tai nghe 3.5 mm|USB Type-C,SD,Bluetooth 5.0|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,,Không có đèn,Dài 358.5 mm - Rộng 242 mm - Dày 18 mm - Nặng 1.592 kg,Vỏ nhựa,Windows 11 Home SL,2021,https://www.thegioididong.com/laptop/hp-15s-fq2559tu-i5-1135g7-46m27pa?src=osp#top-tskt
155,Laptop Dell Vostro 3400 i5 1135G7/8GB/256GB//OfficeH&S 2019/Win10 (70253900),18.890.000₫,3.6,21 đánh giá,425 bình luận|111 bình luận,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),2666 MHz,16 GB,SSD 256 GB NVMe PCIe|Hỗ trợ khe cắm HDD SATA,Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"3-cell Li-ion, 42 Wh",14 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|WVA,,Realtek High Definition Audio,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB 2.0,SD,Bluetooth|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,,Không có đèn,Dài 328.7 mm - Rộng 239.5 mm - Dày 19.9 mm - Nặng 1.64 kg,Vỏ nhựa,Windows 10 Home SL + Office Home & Student 2019 vĩnh viễn,2021,https://www.thegioididong.com/laptop/dell-vostro-3400-i5-70253900?src=osp#top-tskt
156,Laptop HP Pavilion 15 eg0507TU i5 1135G7/8GB/256GB/Win10 (46M06PA),17.790.000₫ *,4.2,165 đánh giá,1.434 bình luận|357 bình luận,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 4GB + 1 khe 4GB),3200 MHz,32 GB,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"3-cell Li-ion, 41 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,Tấm nền IPS|Chống chói Anti Glare|Wled-backlit,,Bang & Olufsen audio,HDMI|2 x USB 3.1|USB Type-C|Jack tai nghe 3.5 mm,Micro SD,Bluetooth 5.0|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,,Không có đèn,Dài 360.2 mm - Rộng 234 mm - Dày 17.9 mm - Nặng 1.682 kg,Nắp lưng và chiếu nghỉ tay bằng kim loại,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/hp-pavilion-15-eg0507tu-i5-46m06pa?src=osp#top-tskt
157,Laptop Asus VivoBook X515EP i5 1135G7/8GB/512GB/2GB MX330/Win10 (BQ186T),18.990.000₫,3.3,6 đánh giá,345 bình luận|78 bình luận,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 (On board 4GB +1 khe 4GB),3200 MHz,20 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)|Hỗ trợ khe cắm HDD SATA","Card rời|NVIDIA GeForce MX330, 2 GB|Card rời - NVIDIA GeForce MX330, 2 GB","2-cell Li-ion, 37 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,250 nits|Chống chói Anti Glare|Công nghệ IPS|LED Backlit,,SonicMaster audio,1 x USB 3.2|2 x USB 2.0|HDMI|Jack tai nghe 3.5 mm|USB Type-C,,Bluetooth 4.1|Wi-Fi 802.11 a/b/g/n/ac,VGA Webcam,Bảo mật vân tay,Không có đèn,Dài 360.2 mm - Rộng 234.9 mm - Dày 19.9 mm - Nặng 1.8 kg,Vỏ nhựa,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/asus-vivobook-x515ep-i5-1135g7-8gb-512gb?src=osp#top-tskt
158,Laptop Dell Vostro 3405 R5 3500U/8GB/512GB/Win10 (V4R53500U003W),18.490.000₫,3.3,13 đánh giá,288 bình luận|75 bình luận,AMD Ryzen 5|AMD Ryzen 5 - 3500U,4,8,2.10 GHz,3.7 GHz,4 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),2400 MHz,16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB (2280) / 512GB (2230))|Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB)",Card tích hợp|AMD Radeon Vega 8 Graphics|Card tích hợp - AMD Radeon Vega 8 Graphics,"3-cell Li-ion, 42 Wh",14 inch,Full HD (1920 x 1080),60 Hz,220 nits|Chống chói Anti Glare|LED Backlit|WVA,,Realtek High Definition Audio,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB 2.0,SD,Bluetooth 5.0|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,,Không có đèn,Dài 328.7 mm - Rộng 239.5 mm - Dày 19.9 mm - Nặng 1.7 kg,Vỏ nhựa,Windows 10 Home SL,2020,https://www.thegioididong.com/laptop/dell-vostro-3405-r5-v4r53500u003w?src=osp#top-tskt
159,Laptop HP 240 G8 i5 1135G7/8GB/256GB/Win10 (518V6PA),17.090.000₫ *,4,8 đánh giá,201 bình luận|40 bình luận,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)|Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB)",Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"3-cell Li-ion, 41 Wh",14 inch,Full HD (1920 x 1080),60 Hz,250 nits|Chống chói Anti Glare|Tấm nền IPS|Wled-backlit,,Stereo speakers,2 x USB 3.1|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB Type-C,,Bluetooth 5.0|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,TPM 2.0,Không có đèn,Dài 324 mm - Rộng 225.9 mm - Dày 19.9 mm - Nặng 1.426 kg,Vỏ nhựa,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/hp-240-g8-i5-518v6pa?src=osp#top-tskt
160,Laptop HP 15s fq2561TU i5 1135G7/8GB/512GB/Win11 (46M29PA),16.990.000₫,,,35 bình luận|5 bình luận,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 4GB + 1 khe 4GB),3200 MHz,32 GB,SSD 512 GB NVMe PCIe|Hỗ trợ thêm 1 khe cắm HDD SATA (nâng cấp tối đa 1TB),Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"3-cell Li-ion, 41 Wh",15.6 inch,HD (1366 x 768),60 Hz,250 nits|Viền màn hình mỏng,,HP Audio Boost,2x SuperSpeed USB A|HDMI|Jack tai nghe 3.5 mm|USB Type-C,SD,Bluetooth 4.2|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,,Không có đèn,Dài 358.5 mm - Rộng 242 mm - Dày 18 mm - Nặng 1.7 kg,Vỏ nhựa,Windows 11 Home SL,2021,https://www.thegioididong.com/laptop/hp-15s-fq2561tu-i5-1135g7-46m29pa?src=osp#top-tskt
161,Laptop Asus VivoBook X415EA i5 1135G7/8GB/512GB/Win11 (EB637W),17.790.000₫,,,19 bình luận|,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 (On board 4GB +1 khe 4GB),3200 MHz,20 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)|Hỗ trợ khe cắm HDD SATA",Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"2-cell Li-ion, 37 Wh",14 inch,Full HD (1920 x 1080),60 Hz,250 nits|Chống chói Anti Glare|LED Backlit|Tấm nền IPS,,SonicMaster audio,1 x USB 3.2|2 x USB 2.0|HDMI|Jack tai nghe 3.5 mm|USB Type-C,,Bluetooth 4.1|Wi-Fi 802.11 a/b/g/n/ac,VGA Webcam,Bảo mật vân tay,Không có đèn,Dài 325.4 mm - Rộng 216 mm - Dày 19.9 mm - Nặng 1.55 kg,Vỏ nhựa,Windows 11 Home SL,2021,https://www.thegioididong.com/laptop/asus-vivobook-x415ea-i5-eb637w?src=osp#top-tskt
162,Laptop Asus VivoBook X415EA i5 1135G7/8GB/512GB/Win10 (EB637T),17.590.000₫,4.2,109 đánh giá,944 bình luận|253 bình luận,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 (On board 4GB +1 khe 4GB),3200 MHz,20 GB,SSD 512 GB NVMe PCIe|Hỗ trợ khe cắm HDD SATA,Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"2-cell Li-ion, 37 Wh",14 inch,Full HD (1920 x 1080),60 Hz,250 nits|Chống chói Anti Glare|LED Backlit|Tấm nền IPS,,SonicMaster audio,1 x USB 3.2|2 x USB 2.0|HDMI|Jack tai nghe 3.5 mm|USB Type-C,,Bluetooth 4.1|Wi-Fi 802.11 a/b/g/n/ac,VGA Webcam,Bảo mật vân tay,Không có đèn,Dài 325.4 mm - Rộng 216 mm - Dày 19.9 mm - Nặng 1.55 kg,Vỏ nhựa,Windows 10 Home SL,2020,https://www.thegioididong.com/laptop/asus-vivobook-x415ea-i5-eb637t?src=osp#top-tskt
163,Laptop HP 15s fq2602TU i5 1135G7/8GB/256GB/Win11 (4B6D3PA),15.790.000₫,,,91 bình luận|16 bình luận,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 4GB + 1 khe 4GB),3200 MHz,32 GB,SSD 256 GB NVMe PCIe|Hỗ trợ thêm 1 khe cắm HDD SATA (nâng cấp tối đa 1TB),Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"3-cell Li-ion, 41 Wh",15.6 inch,HD (1366 x 768),60 Hz,250 nits|BrightView|Viền màn hình mỏng,,HP Audio Boost,2x SuperSpeed USB A|HDMI|Jack tai nghe 3.5 mm|USB Type-C,SD,Bluetooth 4.2|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,,Không có đèn,Dài 358.5 mm - Rộng 242 mm - Dày 18 mm - Nặng 1.7 kg,Vỏ nhựa,Windows 11 Home SL,2021,https://www.thegioididong.com/laptop/hp-15s-fq2602tu-i5-4b6d3pa?src=osp#top-tskt
164,Laptop Dell Vostro 3405 R5 3500U/4GB/256GB/Win10 (V4R53500U001W),16.490.000₫,4.7,4 đánh giá,332 bình luận|61 bình luận,AMD Ryzen 5|AMD Ryzen 5 - 3500U,4,8,2.10 GHz,3.7 GHz,,4 GB,DDR4 2 khe (1 khe 4GB + 1 khe rời),2400 MHz,16 GB,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB (2280) / 512GB (2230))|Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB)",Card tích hợp|AMD Radeon Vega 8 Graphics|Card tích hợp - AMD Radeon Vega 8 Graphics,"3-cell Li-ion, 42 Wh",14 inch,Full HD (1920 x 1080),60 Hz,220 nits|Chống chói Anti Glare|LED Backlit|WVA,,Realtek High Definition Audio,Jack tai nghe 3.5 mm|2 x USB 3.2|HDMI|LAN (RJ45)|USB 2.0,SD,Bluetooth 5.0|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,,Không có đèn,Dài 328.7 mm - Rộng 239.5 mm - Dày 19.9 mm - Nặng 1.7 kg,Vỏ nhựa,Windows 10 Home SL,2020,https://www.thegioididong.com/laptop/dell-vostro-3405-r5-v4r53500u001w?src=osp#top-tskt
165,Laptop Asus VivoBook A515EA i3 1115G4/8GB/512GB/Win10 (BN1624T),16.490.000₫,4,9 đánh giá,101 bình luận|23 bình luận,Intel Core i3 Tiger Lake|1115G4|Intel Core i3 Tiger Lake - 1115G4,2,4,3.00 GHz,Turbo Boost 4.1 GHz,6 MB,8 GB,DDR4 2 khe (1 khe 8GB onboard + 1 khe trống),3200 MHz,24 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)|Hỗ trợ khe cắm HDD SATA",Card tích hợp|Intel UHD Graphics|Card tích hợp - Intel UHD Graphics,"3-cell Li-ion, 42 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,100% sRGB|Chống chói Anti Glare|Tấm nền IPS|Độ sáng 300 nits,,Audio by Harman/Kardon,1 x USB 3.2|2 x USB 2.0|HDMI|Jack tai nghe 3.5 mm|USB Type-C,Micro SD,Bluetooth 5.0|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay,Không có đèn,Dài 359 mm - Rộng 235 mm - Dày 17.9 mm - Nặng 1.8 kg,Vỏ nhựa - nắp lưng bằng kim loại,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/asus-vivobook-a515ea-i3-bn1624t?src=osp#top-tskt
166,Laptop HP Probook 440 G8 i3 1115G4/4GB/512GB/Win10 (51X01PA),15.390.000₫,,,3 bình luận|,Intel Core i3 Tiger Lake|1115G4|Intel Core i3 Tiger Lake - 1115G4,2,4,3.00 GHz,Turbo Boost 4.1 GHz,6 MB,4 GB,DDR4 (2 khe),3200 MHz,32 GB,SSD 512 GB NVMe PCIe,Card tích hợp|Intel UHD Graphics|Card tích hợp - Intel UHD Graphics,"3-cell Li-ion, 45 Wh",14 inch,HD (1366 x 768),60 Hz,250 nits|Chống chói Anti Glare,,Stereo speakers,3x SuperSpeed USB A|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB Type-C (Power Delivery and DisplayPort),Micro SD,Bluetooth 5.0|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay|Độ bền chuẩn quân đội MIL STD 810H,Có,Dài Dài 321.9 mm - Rộng Rộng 213.9 mm - Dày Dày 19.9 mm - Nặng 1.38 kg,Vỏ nhựa,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/hp-probook-440-g8-i3-51x01pa?src=osp#top-tskt
167,Laptop Dell Vostro 3400 i3 1115G4/8GB/256GB/Office H&S/Win11 (70270644),15.890.000₫,,,11 bình luận|,Intel Core i3 Tiger Lake|1115G4|Intel Core i3 Tiger Lake - 1115G4,2,4,3.00 GHz,Turbo Boost 4.1 GHz,6 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),2666 MHz,16 GB,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)|Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB)",Card tích hợp|Intel UHD Graphics|Card tích hợp - Intel UHD Graphics,"3-cell Li-ion, 42 Wh",14 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|LED Backlight|WVA,,Realtek High Definition Audio,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB 2.0,SD,Bluetooth|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,,Không có đèn,Dài 328.7 mm - Rộng 239.5 mm - Dày 19.9 mm - Nặng 1.64 kg,Vỏ nhựa,Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn,2021,https://www.thegioididong.com/laptop/dell-vostro-3400-i3-70270644?src=osp#top-tskt
168,Laptop Dell Vostro 3400 i3 1115G4/8GB/256GB/OfficeH&S 2019/Win10 (70253899),15.690.000₫,1.5,5 đánh giá,133 bình luận|38 bình luận,Intel Core i3 Tiger Lake|1115G4|Intel Core i3 Tiger Lake - 1115G4,2,4,3.00 GHz,Turbo Boost 4.1 GHz,6 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),2666 MHz,16 GB,SSD 256 GB NVMe PCIe|Hỗ trợ khe cắm HDD SATA,Card tích hợp|Intel UHD Graphics|Card tích hợp - Intel UHD Graphics,"3-cell Li-ion, 42 Wh",14 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|WVA,,Realtek High Definition Audio,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB 2.0,SD,Bluetooth|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,,Không có đèn,Dài 328.7 mm - Rộng 239.5 mm - Dày 19.9 mm - Nặng 1.64 kg,Vỏ nhựa,Windows 10 Home SL + Office Home & Student 2019 vĩnh viễn,2021,https://www.thegioididong.com/laptop/dell-vostro-3400-i3-70253899?src=osp#top-tskt
169,Laptop HP Pavilion 15 eg0542TU i3 1125G4/4GB/256GB/Win11 (4P5G9PA),14.890.000₫,4.1,24 đánh giá,246 bình luận|50 bình luận,Intel Core i3 Tiger Lake|Intel Core i3 Tiger Lake - 1125G4,4,8,2.00 GHz,3.7 GHz,8 MB,4 GB,DDR4 2 khe (1 khe 4GB + 1 khe rời),3200 MHz,32 GB,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card tích hợp|Intel UHD Graphics|Card tích hợp - Intel UHD Graphics,"3-cell Li-ion, 41 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|Tấm nền IPS|Wled-backlit,,Bang & Olufsen audio,2 x USB 3.1|HDMI|Jack tai nghe 3.5 mm|USB Type-C,Micro SD,Bluetooth 5.0|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,,Không có đèn,Dài 360.2 mm - Rộng 234 mm - Dày 17.9 mm - Nặng 1.682 kg,Nắp lưng và chiếu nghỉ tay bằng kim loại,Windows 11 Home SL,2021,https://www.thegioididong.com/laptop/hp-pavilion-15-eg0542tu-i3-4p5g9pa?src=osp#top-tskt
170,Laptop HP 245 G8 R5 5500U/4GB/256GB/Win10 (53Y22PA),14.990.000₫,,,8 bình luận|1 bình luận,AMD Ryzen 5|5500U|AMD Ryzen 5 - 5500U,6,12,2.10 GHz,Turbo Boost 4.0 GHz,8 MB,4 GB,DDR4 (On board 4GB +1 khe rời),3200 MHz,16 GB,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card tích hợp|Card tích hợp - AMD Radeon Graphics,"3-cell Li-ion, 41 Wh",14 inch,Full HD (1920 x 1080),60 Hz,250 nits|Chống chói Anti Glare|Tấm nền IPS,,Stereo speakers,2x SuperSpeed USB A|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB Type-C,SD,Bluetooth 5.2|Wi-Fi 6 (802.11ax),HD webcam,TPM 2.0,Không có đèn,Dài 324 mm - Rộng 225.9 mm - Dày 19.9 mm - Nặng 1.47 kg,Vỏ nhựa,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/hp-245-g8-r5-53y22pa?src=osp#top-tskt
171,Laptop HP ProBook 430 G8 i3 1115G4/4GB/256GB/Win10 (2H0N5PA),14.590.000₫,,,104 bình luận|27 bình luận,Intel Core i3 Tiger Lake|1115G4|Intel Core i3 Tiger Lake - 1115G4,,,3.00 GHz,Turbo Boost 4.1 GHz,,4 GB,DDR4 (2 khe),3200 MHz,32 GB,SSD 256 GB NVMe PCIe,Card tích hợp|Intel UHD Graphics|Card tích hợp - Intel UHD Graphics,"3-cell Li-ion, 45 Wh",13.3 inch,HD (1366 x 768),,Wled-backlit|60Hz,,Realtek High Definition Audio,2 x USB 3.2|HDMI|USB Type-C,Micro SD,Bluetooth 5.0|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay,Có,Dài 306.9 mm - Rộng 208.4 mm - Dày 15.9 mm - Nặng 1.28 kg,Vỏ kim loại,Windows 10 Home SL,2020,https://www.thegioididong.com/laptop/hp-probook-430-g8-i3-2h0n5pa?src=osp#top-tskt
172,Laptop Dell Inspiron 15 3511 i3 1115G4/4GB/256GB/OfficeH&S 2019/Win10 (P112F001ABL),15.290.000₫,3.7,18 đánh giá,165 bình luận|41 bình luận,Intel Core i3 Tiger Lake|1115G4|Intel Core i3 Tiger Lake - 1115G4,2,4,3.00 GHz,Turbo Boost 4.1 GHz,6 MB,4 GB,DDR4 2 khe (1 khe 4GB + 1 khe rời),2666 MHz,16 GB,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)|Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB)",Card tích hợp|Intel UHD Graphics|Card tích hợp - Intel UHD Graphics,"3-cell Li-ion, 41 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|WVA,,Realtek ALC3204,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|USB 2.0,SD,Bluetooth 5.0|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,,Không có đèn,Dài 358.5 mm - Rộng 235.5 mm - Dày 18.9 mm - Nặng 1.7 kg,Vỏ nhựa,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/dell-inspiron-15-3511-i3-p112f001abl?src=osp#top-tskt
173,Laptop Dell Inspiron 3501 i3 1115G4/4GB/256GB/Win10 (P90F005N3501C),14.990.000₫,3.3,10 đánh giá,550 bình luận|180 bình luận,Intel Core i3 Tiger Lake|1115G4|Intel Core i3 Tiger Lake - 1115G4,2,4,3.00 GHz,Turbo Boost 4.1 GHz,6 MB,4 GB,DDR4 (2 khe),2666 MHz,16 GB,SSD 256 GB NVMe PCIe,Card tích hợp|Intel UHD Graphics|Card tích hợp - Intel UHD Graphics,"3-cell Li-ion, 42 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|LED Backlight|WVA,,Realtek High Definition Audio,Jack tai nghe 3.5 mm|2 x USB 3.2|HDMI|LAN (RJ45)|USB 2.0,SD,Bluetooth 5.0|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,,Không có đèn,Dài 363.96 mm - Rộng 249 mm - Dày 19.9 mm - Nặng 1.96 kg,Vỏ nhựa,Windows 10 Home SL,2020,https://www.thegioididong.com/laptop/dell-inspiron-3501-i3-n3501c?src=osp#top-tskt
174,Laptop MSI Modern 14 B11MOL i3 1115G4/8GB/256GB/Win10 (813VN),14.690.000₫,3.9,149 đánh giá,2.787 bình luận|637 bình luận,Intel Core i3 Tiger Lake|1115G4|Intel Core i3 Tiger Lake - 1115G4,2,4,3.00 GHz,Turbo Boost 4.1 GHz,6 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,64 GB,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)",Card tích hợp|Intel UHD Graphics|Card tích hợp - Intel UHD Graphics,"3-cell Li-ion, 39 Wh",14 inch,Full HD (1920 x 1080),60 Hz,250 nits|Chống chói Anti Glare|Công nghệ IPS|LED Backlit,,Hi-Res Audio|Nahimic Audio,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm,Micro SD,Bluetooth 5.1|Wi-Fi 6E (802.11ax),HD webcam,,Có,Dài 319 mm - Rộng 219 mm - Dày 18.1 mm - Nặng 1.3 kg,Vỏ kim loại,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/msi-modern-14-b11mol-i3-813vn?src=osp#top-tskt
175,Laptop HP 340s G7 i3 1005G1/4GB/512GB/Win10 (224L1PA),13.890.000₫,2.6,36 đánh giá,354 bình luận|89 bình luận,Intel Core i3 Ice Lake|1005G1|Intel Core i3 Ice Lake - 1005G1,2,4,1.20 GHz,Turbo Boost 3.4 GHz,4 MB,4 GB,DDR4 (2 khe),2666 MHz,16 GB,SSD 512 GB NVMe PCIe,Card tích hợp|Intel UHD Graphics|Card tích hợp - Intel UHD Graphics,"3-cell Li-ion, 41 Wh",14 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|Tấm nền IPS,,Loa kép (2 kênh)|Realtek High Definition Audio,2 x USB 3.1|HDMI|Jack tai nghe 3.5 mm|USB Type-C,SD,Bluetooth 5.0|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,Bảo mật vân tay,Không có đèn,Dài 324 mm - Rộng 225 mm - Dày 17.9 mm - Nặng 1.346 kg,Vỏ nhựa,Windows 10 Home SL,2020,https://www.thegioididong.com/laptop/hp-340s-g7-i3-224l1pa?src=osp#top-tskt
176,Laptop Asus VivoBook X415EA i3 1115G4/4GB/512GB/Win10 (EB638T),14.690.000₫,4,78 đánh giá,601 bình luận|164 bình luận,Intel Core i3 Tiger Lake|1115G4|Intel Core i3 Tiger Lake - 1115G4,2,4,3.00 GHz,Turbo Boost 4.1 GHz,6 MB,4 GB,DDR4 (On board 4GB +1 khe rời),3200 MHz,20 GB,SSD 512 GB NVMe PCIe|Hỗ trợ khe cắm HDD SATA,Card tích hợp|Intel UHD Graphics|Card tích hợp - Intel UHD Graphics,"2-cell Li-ion, 37 Wh",14 inch,Full HD (1920 x 1080),,250 nits|60Hz|Chống chói Anti Glare|LED Backlit,,SonicMaster audio,1 x USB 3.2|2 x USB 2.0|HDMI|Jack tai nghe 3.5 mm|USB Type-C,,Bluetooth 4.1|Wi-Fi 802.11 a/b/g/n/ac,VGA Webcam,Bảo mật vân tay,Không có đèn,Dài 325.4 mm - Rộng 216 mm - Dày 19.9 mm - Nặng 1.55 kg,Vỏ nhựa,Windows 10 Home SL,2020,https://www.thegioididong.com/laptop/asus-vivobook-x415ea-i3-eb638t?src=osp#top-tskt
